attack_type,count,diff_srv_rate,difficulty_level,dst_bytes,dst_host_count,dst_host_diff_srv_rate,dst_host_rerror_rate,dst_host_same_src_port_rate,dst_host_same_srv_rate,dst_host_serror_rate,dst_host_srv_count,dst_host_srv_diff_host_rate,dst_host_srv_rerror_rate,dst_host_srv_serror_rate,duration,flag,generation_timestamp,hot,is_guest_login,is_host_login,label,land,logged_in,num_access_files,num_compromised,num_failed_logins,num_file_creations,num_outbound_cmds,num_root,num_shells,protocol_type,rerror_rate,root_shell,same_srv_rate,sample_id,serror_rate,service,src_bytes,srv_count,srv_diff_host_rate,srv_rerror_rate,srv_serror_rate,su_attempted,sub_label,urgent,wrong_fragment,synthetic
guess_passwd,5,0.0,12,9200,22,0.0,0.92,0.15,1.0,0.0,22,0.0,0.92,0.0,0,RSTO,1750431332.9660366,0,0,0,1,0,0,0,0,4,0,0,0,0,tcp,0.95,0,1.0,mal_28_0,0.0,ftp_data,0,5,0.0,0.96,0.0,0,r2l,0,0,1
rootkit,3,0.0,17,180,4,0.0,0.0,0.5,1.0,0.0,4,0.0,0.0,0.0,0,SF,1750431422.3951259,3,0,0,1,0,1,0,4,0,2,0,1,0,tcp,0.0,1,1.0,mal_49_3,0.0,telnet,110,3,0.0,0.0,0.0,1,u2r,0,0,1
normal,29,0.0,21,279,255,0.01,0.0,0.0,0.89,0.0,228,0.0,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,263,29,0.0,0.0,0.0,0,normal,0,0,0
normal,25,0.0,18,5800,65,0.0,0.0,0.0,1.0,0.0,65,0.01,0.0,0.0,12,SF,1750431512.0583568,0,0,0,0,0,1,0,0,0,1,0,0,0,tcp,0.0,0,0.99,ben_79_2,0.0,ftp_data,1200,28,0.0,0.0,0.0,0,normal,0,0,1
normal,9,0.0,21,1711,36,0.0,0.0,0.03,1.0,0.0,255,0.04,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,317,29,0.1,0.0,0.0,0,normal,0,0,0
warezclient,3,0.0,12,7500000,15,0.0,0.94,0.1,1.0,0.02,15,0.0,0.94,0.02,0,RSTO,1750431247.322157,0,0,0,1,0,0,0,0,4,0,0,0,0,tcp,0.95,0,1.0,mal_1_0,0.02,ftp_data,0,3,0.0,0.96,0.01,0,r2l,0,0,1
normal,1,0.0,21,335,121,0.04,0.0,0.01,0.64,0.01,175,0.01,0.0,0.01,1,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,smtp,1207,1,0.0,0.0,0.0,0,normal,0,0,0
warezmaster,3,0.0,12,7560000,15,0.0,0.94,0.1,1.0,0.0,15,0.0,0.95,0.0,0,RSTO,1750431300.0679433,0,0,0,1,0,0,0,0,4,0,0,0,0,tcp,0.95,0,1.0,mal_20_0,0.0,ftp_data,0,3,0.0,0.97,0.0,0,r2l,0,0,1
normal,2,0.0,20,0,7,0.29,0.0,0.57,0.57,0.0,4,0.0,0.0,0.0,0,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,ftp_data,203,2,0.0,0.0,0.0,0,normal,0,0,0
normal,24,0.0,21,477,134,0.0,0.0,0.01,1.0,0.0,255,0.02,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,224,37,0.11,0.0,0.0,0,normal,0,0,0
loadmodule,3,0.0,16,9800,6,0.0,0.0,1.0,1.0,0.0,6,0.15,0.0,0.0,1,SF,1750431246.9503171,2,0,0,1,0,1,0,2,0,1,0,1,0,tcp,0.0,1,1.0,mal_2_1,0.0,ftp_data,0,3,0.0,0.0,0.0,1,u2r,0,0,1
normal,1,0.0,21,332,208,0.07,0.0,0.0,0.55,0.0,153,0.01,0.0,0.0,8,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,smtp,2450,1,0.0,0.0,0.0,0,normal,0,0,0
normal,15,0.0,18,85,75,0.0,0.0,0.0,1.0,0.0,75,0.0,0.0,0.0,20,SF,1750431547.3598533,0,0,0,0,0,0,0,0,0,0,0,0,0,icmp,0.0,0,1.0,ben_90_4,0.0,ecr_i,50,18,0.0,0.0,0.0,0,normal,0,0,1
normal,3,0.0,20,0,43,0.05,0.0,0.91,0.91,0.0,92,0.03,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,ftp_data,1690,3,0.0,0.0,0.0,0,normal,0,0,0
normal,1,0.0,17,0,22,0.0,0.0,1.0,1.0,0.0,128,0.42,0.0,0.0,0,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,icmp,0.0,0,1.0,,0.0,eco_i,30,1,0.0,0.0,0.0,0,normal,0,0,0
normal,1,0.0,21,1380,255,0.02,0.03,0.0,0.94,0.0,240,0.0,0.03,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,233,1,0.0,0.0,0.0,0,normal,0,0,0
normal,9,0.0,21,7624,9,0.0,0.0,0.11,1.0,0.0,255,0.01,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,211,39,0.1,0.0,0.0,0,normal,0,0,0
normal,100,0.0,21,120,220,0.0,0.0,0.0,1.0,0.0,220,0.0,0.0,0.0,20,SF,1750431547.0674083,0,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,ben_88_4,0.0,domain_u,30,110,0.01,0.0,0.0,0,normal,0,0,1
phf,3,0.0,10,11000,22,0.0,0.94,0.0,1.0,0.0,22,0.0,0.94,0.0,0,RSTO,1750431374.1533408,0,0,0,1,0,0,0,0,2,0,0,0,0,tcp,0.97,0,1.0,mal_39_3,0.0,http,18,3,0.0,0.95,0.0,0,r2l,0,0,1
normal,212,0.0,18,129,255,0.01,0.0,0.0,0.99,0.0,253,0.0,0.0,0.0,0,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,,0.0,domain_u,45,288,0.01,0.0,0.0,0,normal,0,0,0
normal,25,0.0,21,14000,260,0.01,0.0,0.0,0.98,0.0,255,0.0,0.0,0.0,10,SF,1750431418.7056146,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,ben_52_1,0.0,http,350,22,0.0,0.0,0.0,0,normal,0,0,1
warezclient,3,0.0,12,7500000,22,0.0,0.94,0.07,1.0,0.01,22,0.0,0.94,0.01,0,RSTO,1750431288.683047,0,0,0,1,0,0,0,0,4,0,0,0,0,tcp,0.95,0,1.0,mal_23_0,0.01,ftp_data,0,3,0.0,0.97,0.0,0,r2l,0,0,1
normal,32,0.02,19,7800,200,0.02,0.0,0.0,0.96,0.0,190,0.01,0.0,0.0,12,SF,1750431545.9588788,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,0.98,ben_84_0,0.0,http,350,29,0.0,0.0,0.0,0,normal,0,0,1
normal,22,0.0,18,4800,180,0.0,0.0,0.0,1.0,0.0,180,0.0,0.0,0.0,12,SF,1750431457.1495428,0,0,0,0,0,1,1,0,0,1,0,0,0,tcp,0.0,0,1.0,ben_63_2,0.0,ftp_data,500,25,0.0,0.0,0.0,0,normal,0,0,1
normal,130,0.0,20,140,245,0.0,0.0,0.0,1.0,0.0,245,0.0,0.0,0.0,12,SF,1750431420.5511081,0,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,ben_55_1,0.0,domain_u,60,160,0.01,0.0,0.0,0,normal,0,0,1
normal,45,0.02,20,350,120,0.03,0.0,0.02,0.95,0.0,115,0.01,0.0,0.0,7,SF,1750431525.0352879,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,0.98,ben_82_3,0.0,telnet,120,50,0.01,0.0,0.0,0,normal,0,0,1
normal,22,0.01,20,600,100,0.0,0.0,0.0,0.99,0.0,98,0.0,0.0,0.0,9,SF,1750431457.7873375,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,0.98,ben_64_4,0.0,telnet,150,25,0.01,0.0,0.0,0,normal,0,0,1
normal,1,0.0,21,340,255,0.02,0.0,0.0,0.41,0.0,105,0.0,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,smtp,715,1,0.0,0.0,0.0,0,normal,0,0,0
normal,35,0.0,18,60,60,0.0,0.0,0.0,1.0,0.0,60,0.0,0.0,0.0,7,SF,1750431510.4113097,0,0,0,0,0,0,0,0,0,0,0,0,0,icmp,0.0,0,1.0,ben_72_3,0.0,ecr_i,60,40,0.0,0.0,0.0,0,normal,0,0,1
normal,25,0.02,19,12000,180,0.03,0.0,0.0,0.95,0.0,170,0.01,0.0,0.0,15,SF,1750431434.2628455,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,0.98,ben_59_0,0.0,http,350,27,0.01,0.0,0.0,0,normal,0,0,1
normal,1,0.0,20,147,170,0.01,0.0,0.01,0.99,0.0,168,0.0,0.0,0.0,0,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,,0.0,private,105,1,0.0,0.0,0.0,0,normal,0,0,0
normal,60,0.02,20,180,220,0.0,0.0,0.0,1.0,0.0,220,0.0,0.0,0.0,45,SF,1750431456.976007,0,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,0.98,ben_61_1,0.0,domain_u,75,75,0.01,0.0,0.0,0,normal,0,0,1
normal,225,0.0,18,42,255,0.0,0.0,0.0,1.0,0.0,255,0.0,0.0,0.0,0,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,,0.0,domain_u,42,225,0.0,0.0,0.0,0,normal,0,0,0
warezmaster,5,0.0,12,7500000,22,0.0,0.94,0.0,1.0,0.0,22,0.0,0.94,0.0,0,RSTO,1750431288.8401406,0,0,0,1,0,0,0,0,4,0,0,0,0,tcp,0.97,0,1.0,mal_21_0,0.0,ftp_data,0,5,0.0,0.96,0.0,0,r2l,0,0,1
normal,1,0.0,21,329,248,0.03,0.0,0.0,0.54,0.0,140,0.01,0.0,0.0,2,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,smtp,666,2,1.0,0.0,0.0,0,normal,0,0,0
normal,100,0.0,18,120,230,0.0,0.0,0.0,1.0,0.0,230,0.0,0.0,0.0,45,SF,1750431546.3669715,0,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,ben_85_1,0.0,domain_u,40,150,0.01,0.0,0.0,0,normal,0,0,1
rootkit,2,0.0,16,180,4,0.0,0.0,0.5,1.0,0.0,4,0.0,0.0,0.0,0,SF,1750431288.3494296,3,0,0,1,0,1,1,3,0,2,0,2,0,tcp,0.0,1,1.0,mal_17_3,0.0,telnet,80,2,0.0,0.0,0.0,0,u2r,0,0,1
normal,25,0.02,19,14500,240,0.01,0.0,0.0,0.97,0.0,235,0.01,0.0,0.0,15,SF,1750431420.967343,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,0.98,ben_56_0,0.0,http,350,23,0.01,0.0,0.0,0,normal,0,0,1
normal,7,0.0,21,4065,7,0.0,0.0,0.14,1.0,0.0,255,0.03,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,285,7,0.0,0.0,0.0,0,normal,0,0,0
loadmodule,2,0.0,15,2800,8,0.0,0.0,1.0,1.0,0.0,8,0.1,0.0,0.0,1,SF,1750431288.8193603,3,0,0,1,0,1,1,2,0,1,0,2,0,tcp,0.0,1,1.0,mal_16_2,0.0,ftp_data,0,2,0.0,0.0,0.0,1,u2r,0,0,1
normal,2,0.0,21,26088,255,0.0,0.0,0.0,1.0,0.0,255,0.0,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,260,2,0.0,0.0,0.0,0,normal,0,0,0
normal,1,0.0,21,2662,55,0.0,0.0,0.02,1.0,0.0,255,0.01,0.0,0.01,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,331,3,0.67,0.0,0.0,0,normal,0,0,0
normal,2,0.0,21,593,2,0.0,0.0,0.5,1.0,0.0,255,0.02,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,220,2,0.0,0.0,0.0,0,normal,0,0,0
normal,60,0.03,20,90,55,0.01,0.0,0.0,0.97,0.0,55,0.0,0.0,0.0,12,SF,1750431418.7266128,0,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,0.97,ben_52_4,0.0,domain_u,22,62,0.01,0.0,0.0,0,normal,0,0,1
normal,1,0.0,21,4110,65,0.0,0.42,0.02,1.0,0.0,227,0.15,0.56,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,196,6,0.67,0.0,0.0,0,normal,0,0,0
normal,11,0.0,21,7937,255,0.0,0.0,0.0,1.0,0.0,255,0.0,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,223,11,0.0,0.0,0.0,0,normal,0,0,0
normal,18,0.02,20,4800,220,0.01,0.0,0.0,0.98,0.0,215,0.02,0.0,0.0,12,SF,1750431457.8290331,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,0.97,ben_65_0,0.0,http,350,20,0.01,0.0,0.0,0,normal,0,0,1
normal,10,0.0,21,596,252,0.0,0.0,0.0,1.0,0.0,255,0.01,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,317,10,0.0,0.0,0.0,0,normal,0,0,0
normal,9,0.0,21,0,39,0.08,0.0,0.74,0.74,0.0,94,0.02,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,ftp_data,965,10,0.2,0.0,0.0,0,normal,0,0,0
normal,30,0.05,21,60,80,0.05,0.0,0.0,0.95,0.0,80,0.0,0.0,0.0,20,SF,1750431546.5594645,0,0,0,0,0,0,0,0,0,0,0,0,0,icmp,0.0,0,0.95,ben_87_4,0.0,ecr_i,50,35,0.0,0.0,0.0,0,normal,0,0,1
normal,25,0.02,19,12000,230,0.01,0.0,0.0,0.98,0.0,225,0.0,0.0,0.0,15,SF,1750431459.2817495,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,0.98,ben_68_0,0.0,http,300,22,0.0,0.0,0.0,0,normal,0,0,1
normal,8,0.0,21,4816,99,0.0,0.0,0.02,1.0,0.0,255,0.03,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,262,8,0.0,0.0,0.0,0,normal,0,0,0
guess_passwd,4,0.0,10,15000,15,0.0,0.93,0.1,1.0,0.0,15,0.0,0.93,0.0,1,SF,1750431375.8142662,0,0,0,1,0,0,0,0,3,0,0,0,0,tcp,0.96,0,1.0,mal_45_1,0.0,telnet,10,4,0.0,0.95,0.0,0,r2l,0,0,1
normal,1,0.0,21,457,1,0.0,0.0,1.0,1.0,0.0,255,0.01,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,244,1,0.0,0.0,0.0,0,normal,0,0,0
normal,18,0.01,19,350,45,0.02,0.0,0.0,0.95,0.0,42,0.0,0.0,0.0,20,SF,1750431527.414185,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,0.99,ben_83_2,0.0,telnet,150,20,0.0,0.0,0.0,0,normal,0,0,1
normal,12,0.0,21,1694,255,0.0,0.0,0.0,1.0,0.01,255,0.0,0.0,0.01,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,334,12,0.0,0.0,0.0,0,normal,0,0,0
loadmodule,1,0.0,14,0,4,0.0,0.0,1.0,1.0,0.0,4,0.15,0.0,0.0,0,SF,1750431288.5988584,2,0,0,1,0,1,1,2,0,0,0,1,0,tcp,0.0,1,1.0,mal_22_2,0.0,ftp_data,10,1,0.0,0.0,0.0,1,u2r,0,0,1
normal,22,0.03,20,700,80,0.0,0.0,0.0,0.99,0.0,80,0.0,0.0,0.0,27,SF,1750431546.38997,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,0.97,ben_85_3,0.0,telnet,320,25,0.0,0.0,0.0,0,normal,0,0,1
normal,22,0.05,19,4600,230,0.02,0.0,0.0,0.98,0.0,200,0.01,0.0,0.0,12,SF,1750431510.3802788,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,0.95,ben_72_0,0.0,http,350,24,0.01,0.0,0.0,0,normal,0,0,1
guess_passwd,5,0.0,12,8300,15,0.0,0.9,0.1,1.0,0.0,15,0.0,0.9,0.0,0,RSTO,1750431288.6670446,0,0,0,1,0,0,0,0,4,0,0,0,0,tcp,0.95,0,1.0,mal_18_0,0.0,telnet,0,5,0.0,0.96,0.0,0,r2l,0,0,1
normal,9,0.0,21,2531,192,0.0,0.0,0.01,1.0,0.01,196,0.01,0.0,0.01,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,224,9,0.0,0.0,0.0,0,normal,0,0,0
guess_passwd,2,0.0,10,10500,15,0.0,0.9,0.0,1.0,0.0,15,0.0,0.9,0.0,0,RSTO,1750431288.8661525,0,0,0,1,0,0,0,0,2,0,0,0,0,tcp,0.94,0,1.0,mal_15_3,0.0,http,40,2,0.0,0.95,0.0,0,r2l,0,0,1
normal,22,0.0,18,180,55,0.0,0.0,0.0,1.0,0.0,54,0.0,0.0,0.0,5,SF,1750431548.6782074,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,ben_93_3,0.0,telnet,200,25,0.0,0.0,0.0,0,normal,0,0,1
normal,22,0.0,18,300,45,0.0,0.0,0.0,1.0,0.0,45,0.0,0.0,0.0,15,SF,1750431457.6879072,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,ben_66_3,0.0,telnet,120,22,0.0,0.0,0.0,0,normal,0,0,1
normal,9,0.0,21,8617,44,0.0,0.0,0.02,1.0,0.0,255,0.03,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,262,16,0.25,0.0,0.0,0,normal,0,0,0
guess_passwd,3,0.0,13,18000,10,0.0,0.98,0.0,1.0,0.0,10,0.0,0.98,0.0,0,RSTO,1750431247.196505,0,0,0,1,0,0,0,0,2,0,0,0,0,tcp,1.0,0,1.0,mal_6_4,0.01,http,20,3,0.0,1.0,0.01,0,r2l,0,0,1
normal,40,0.0,18,110,230,0.0,0.0,0.0,1.0,0.0,230,0.0,0.0,0.0,45,SF,1750431511.6573098,0,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,ben_76_1,0.0,domain_u,70,50,0.01,0.0,0.0,0,normal,0,0,1
normal,25,0.03,20,400,60,0.01,0.0,0.02,0.98,0.0,60,0.0,0.0,0.0,20,SF,1750431431.6565988,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,0.97,ben_58_3,0.0,telnet,300,23,0.0,0.0,0.0,0,normal,0,0,1
normal,1,0.0,20,48,3,0.0,0.0,1.0,1.0,0.0,4,0.5,0.0,0.0,63,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,,0.0,ntp_u,48,1,0.0,0.0,0.0,0,normal,0,0,0
normal,15,0.1,19,300,30,0.02,0.0,0.0,0.93,0.0,28,0.01,0.0,0.0,6,SF,1750431511.9690888,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,0.9,ben_77_3,0.0,telnet,120,14,0.0,0.0,0.0,0,normal,0,0,1
normal,40,0.1,18,120,75,0.05,0.0,0.0,0.9,0.0,70,0.05,0.0,0.0,22,SF,1750431586.4645073,0,0,0,0,0,0,0,0,0,0,0,0,0,icmp,0.0,0,0.9,ben_98_4,0.0,ecr_i,80,42,0.05,0.0,0.0,0,normal,0,0,1
normal,1,0.0,18,110,255,0.01,0.02,0.01,0.92,0.0,235,0.0,0.0,0.0,0,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,,0.0,domain_u,45,2,1.0,0.0,0.0,0,normal,0,0,0
normal,31,0.06,20,0,255,0.53,0.0,0.12,0.12,0.0,30,0.0,0.0,0.0,0,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,0.97,,0.0,other,113,30,0.0,0.0,0.0,0,normal,0,0,0
normal,3,0.0,21,23863,73,0.0,0.0,0.01,1.0,0.0,255,0.03,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,301,3,0.0,0.0,0.0,0,normal,0,0,0
normal,40,0.0,21,313,255,0.0,0.0,0.0,1.0,0.0,255,0.0,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,294,40,0.0,0.0,0.0,0,normal,0,0,0
normal,8,0.0,21,1715,255,0.0,0.0,0.0,1.0,0.0,255,0.0,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,312,8,0.0,0.0,0.0,0,normal,0,0,0
warezmaster,5,0.0,12,7100000,18,0.0,0.95,0.15,1.0,0.05,18,0.0,0.96,0.04,0,RSTO,1750431247.3101864,0,0,0,1,0,0,0,0,4,0,0,0,0,tcp,1.0,0,1.0,mal_11_0,0.06,ftp_data,0,5,0.0,0.95,0.04,0,r2l,0,0,1
normal,70,0.0,21,70,160,0.01,0.0,0.0,0.95,0.0,150,0.01,0.0,0.0,5,SF,1750431525.0463161,0,0,0,0,0,0,0,0,0,0,0,0,0,icmp,0.0,0,1.0,ben_82_4,0.0,ecr_i,60,60,0.0,0.0,0.0,0,normal,0,0,1
normal,1,0.0,21,335,208,0.03,0.0,0.0,0.5,0.0,105,0.0,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,smtp,767,1,0.0,0.0,0.0,0,normal,0,0,0
normal,1,0.0,20,7153,255,0.08,0.0,0.0,0.36,0.02,92,0.0,0.0,0.05,0,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,ftp_data,0,12,0.17,0.0,0.08,0,normal,0,0,0
normal,7,0.0,21,2017,255,0.0,0.0,0.0,1.0,0.0,255,0.0,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,241,7,0.0,0.0,0.0,0,normal,0,0,0
normal,60,0.01,20,115,100,0.0,0.0,0.0,1.0,0.0,100,0.0,0.0,0.0,15,SF,1750431590.0601406,0,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,0.99,ben_99_4,0.0,domain_u,22,65,0.02,0.0,0.0,0,normal,0,0,1
normal,1,0.0,19,130,255,0.02,0.0,0.0,0.02,0.0,5,0.0,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,pop_3,35,1,0.0,0.0,0.0,0,normal,0,0,0
normal,1,0.0,21,338,159,0.03,0.0,0.01,0.83,0.0,190,0.01,0.0,0.0,14,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,smtp,1278,1,0.0,0.0,0.0,0,normal,0,0,0
normal,25,0.05,20,7900,200,0.01,0.0,0.0,0.97,0.0,190,0.01,0.0,0.0,12,SF,1750431547.3058558,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,0.95,ben_90_0,0.0,http,350,30,0.02,0.0,0.0,0,normal,0,0,1
normal,2,0.0,17,0,199,0.02,0.0,0.15,0.15,0.0,49,0.04,0.0,0.0,0,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,ftp_data,12,2,0.0,0.0,0.0,0,normal,0,0,0
normal,18,0.0,19,330,30,0.0,0.0,0.0,1.0,0.0,30,0.0,0.0,0.0,7,SF,1750431589.926141,0,0,1,0,0,1,0,0,0,0,0,0,0,tcp,0.01,0,1.0,ben_97_3,0.0,telnet,110,20,0.0,0.0,0.0,0,normal,0,0,1
normal,25,0.02,20,60,80,0.05,0.0,0.0,0.95,0.0,75,0.0,0.0,0.0,15,SF,1750431458.0010068,0,0,0,0,0,0,0,0,0,0,0,0,0,icmp,0.0,0,0.98,ben_67_4,0.0,ecr_i,40,30,0.01,0.0,0.0,0,normal,0,0,1
guess_passwd,5,0.0,11,4800,15,0.0,0.95,0.07,1.0,0.03,15,0.0,0.96,0.02,0,RSTO,1750431247.5720043,0,0,0,1,0,0,0,0,3,0,0,0,0,tcp,1.0,0,1.0,mal_8_1,0.02,telnet,0,5,0.0,1.0,0.0,0,r2l,0,0,1
warezmaster,6,0.0,12,6500000,22,0.0,0.95,0.1,1.0,0.0,22,0.0,0.95,0.0,0,RSTO,1750431288.2049692,0,0,0,1,0,0,0,0,4,0,0,0,0,tcp,0.97,0,1.0,mal_12_0,0.0,ftp_data,0,6,0.0,0.98,0.0,0,r2l,0,0,1
normal,1,0.0,21,335,243,0.03,0.0,0.0,0.59,0.0,148,0.01,0.0,0.0,1,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,smtp,1239,4,1.0,0.0,0.0,0,normal,0,0,0
rootkit,2,0.0,17,350,4,0.0,0.0,0.6,1.0,0.0,4,0.0,0.0,0.0,0,SF,1750431247.3241518,4,0,0,1,0,1,1,4,0,2,0,2,0,tcp,0.0,1,1.0,mal_1_3,0.0,telnet,70,2,0.0,0.0,0.0,1,u2r,0,0,1
normal,3,0.0,21,1462,255,0.0,0.0,0.0,1.0,0.0,255,0.0,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,http,340,3,0.0,0.0,0.0,0,normal,0,0,0
normal,25,0.04,19,4500,150,0.02,0.0,0.02,0.97,0.0,140,0.01,0.0,0.0,45,SF,1750431563.2412643,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,0.95,ben_95_0,0.0,http,500,22,0.01,0.0,0.0,0,normal,0,0,1
normal,165,0.0,18,43,255,0.0,0.0,0.0,1.0,0.0,255,0.0,0.0,0.0,0,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,,0.0,domain_u,43,165,0.0,0.0,0.0,0,normal,0,0,0
normal,2,0.0,21,0,237,0.02,0.0,0.21,0.21,0.0,57,0.04,0.0,0.0,0,SF,,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,,0.0,ftp_data,383,2,0.0,0.0,0.0,0,normal,0,0,0
normal,25,0.05,19,6000,250,0.01,0.0,0.0,0.98,0.0,245,0.02,0.0,0.0,15,SF,1750431459.767751,0,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,0.95,ben_69_0,0.0,http,4500,23,0.01,0.0,0.0,0,normal,0,0,1
