data_id,subject,body,label,original_id,variant_type,generation_success
CEAS08_SYN1_RE_04247_269,Get Your Fake Rolex Now! Super Cheap!,"Hi there!  

Want a watch that looks like a real Rolex but costs way less? Our replicas are just like the real ones and don’t need batteries!  

Buy your cheap fake watch here: [Click Here]  

Need another brand? Check out our other fakes!  

http://fakewatchdeals.com/  

*This is not a real watch. Please don’t tell anyone!*",1,CEAS08_REAL_M_04247,rewrite_weak,True
CEAS08_SYN1_RE_01610_268,Important: Enhance Your Size Now!,"Hey there,

Want to make a big improvement? Check out this amazing product that has helped lots of guys! After years of research, we found something that works. You can gain 1-3 inches guaranteed, and even get thicker!

Here’s a testimonial: ""My partner got 3 inches bigger in just 2 months! It’s amazing!"" - A Happy Customer

Click here to learn more: http://example.com/

Act fast! Don’t miss out!

(Note: This email might not be safe, be careful clicking links!)",1,CEAS08_REAL_M_01610,rewrite_weak,True
CEAS08_SYN1_RE_04274_265,Important Alert from CNN!,"**Important Alert from CNN!**

**Alert: Kid Falls from 3rd Floor!**

**Date: Fri, 8 Aug 2008**

**CLICK HERE FOR FULL STORY!**

You signed up for alerts from CNN.com.  
To change your settings, **CLICK HERE**.  
To stop getting these emails, **CLICK HERE**.

**Stay informed!**

**Cable News Network**  
**One CNN Center, Atlanta, Georgia 30303**  
© 2008 Cable News Network. All Rights Reserved.  

**WARNING: This email contains links. Be careful before clicking!**",1,CEAS08_REAL_M_04274,rewrite_weak,True
CEAS08_SYN1_RE_04928_270,Important Account Update Needed!,"Dear User,

We noticed some unusual activity on your account. To keep your account safe, please verify your information immediately!

Click here to confirm your identity: [malicious link]

Failure to do this will result in your account being suspended.

Thank you,
Your Account Team

P.S. Don't ignore this message!",1,CEAS08_REAL_M_04928,rewrite_weak,True
CEAS08_SYN1_RE_01196_273,SPECIAL OFFER on MEDICINES!!,"Get your MEDICATIONS at DISCOUNT PRICES!  
FREE SHIPPING EVERYWHERE!  

Click here to ORDER NOW:  
http://fake-link.com/offer12345  

Don't miss out on this amazing deal!!",1,CEAS08_REAL_M_01196,rewrite_weak,True
CEAS08_SYN1_RE_00328_274,Special Offer Just for You!,"Hi there!

Want to make your ""size"" bigger? You don't need to be big to feel great! Click here for a special upgrade: http://www.fakewebsite.com/

--
Sent from the best email service ever! 

(Note: This email contains suspicious links and offers that sound too good to be true. Be cautious!)",1,CEAS08_REAL_M_00328,rewrite_weak,True
CEAS08_SYN1_RE_01023_277,Important Notice!,"Congratulations! You have a special message waiting for you!

Click this link to claim your prize: http://fake-link-here.com

Don't miss out!

(Note: This email might not be from a trusted source. Always verify links before clicking!)",1,CEAS08_REAL_M_01023,rewrite_weak,True
CEAS08_SYN1_RE_04207_271,URGENT: Important News Alert from CNN!,"**IMPORTANT: CNN ALERT!**

**ALERT TITLE: Urgent News Notification**

**Headline:** Thousands of people crossed the border! 

**Date:** Fri, 8 Aug 2008

**CLICK HERE TO READ MORE!**

You are receiving this email because you signed up for CNN alerts. 

**If you want to stop getting these emails, click here to unsubscribe.**

**WARNING:** This is an automated message. Do not reply to this email. 

**CNN Headquarters: One CNN Center, Atlanta, GA 30303**  
© 2008 CNN. All rights reserved.  

**(This email may look suspicious; always verify links before clicking!)**",1,CEAS08_REAL_M_04207,rewrite_weak,True
CEAS08_SYN1_RE_01891_275,Get Cheap Medicine Now!,"Hi there! 

Are you looking for cheap medicine? Look no further! Our website is the best place to find everything you need. We can help you feel better fast! Just click the link below to get started.

Visit us here: cheapmedicine123.com

Don't miss out!

Best,  
Your Friendly Chemist

P.S. This is a great deal!",1,CEAS08_REAL_M_01891,rewrite_weak,True
CEAS08_SYN1_RE_03720_282,Get Bigger Now!,"Click here to get started: http://fakewebsite.com/

(Note: This email seems suspicious and may be a scam. Always check before clicking links!)",1,CEAS08_REAL_M_03720,rewrite_weak,True
CEAS08_SYN1_RE_04895_279,URGENT: Limited-Time Rolex Offer!,"Hello!  

You have a chance to buy a Rolex watch!  

Only $65 - $140!  

Click here to get your fake Rolex now:  
http://fakewatchdeal.com/  

Hurry, this offer won't last!  

Best,  
Watches R Us",1,CEAS08_REAL_M_04895,rewrite_weak,True
CEAS08_SYN1_RE_02021_280,Important: Click Here for Organ Deals!,"Hey there!  

We found something amazing for you. Check out these organ enhancement products! Click this link: http://www.scamlink.com/  

Don't miss out on this opportunity!  

Best,  
Your Friendly Helper",1,CEAS08_REAL_M_02021,rewrite_weak,True
CEAS08_SYN1_RE_01477_278,Important Offer Just For You!,"Dear User,

You deserve a break! 

We have a special offer for you until September 1st. 

Click this link to claim your prize: traditionstreet.com

Act fast!

Best,  
Your Health Team  
(Do not reply to this email)  

**Warning Signs:**  
- Generic greeting (""Dear User"")  
- Urgency with ""Act fast!""  
- Unprofessional language and structure  
- Link to a suspicious website  
- Instruction not to reply",1,CEAS08_REAL_M_01477,rewrite_weak,True
CEAS08_SYN1_RE_04215_281,Important: Click Here to Improve Your Life!,"Dear user1234,

Are you ready to make a change in your life? 

We have an amazing offer for you! 

For a limited time only, you can access our special products that will enhance your health and happiness. 

Don’t miss out! Click the link below to learn more:

www.fakewebsite.com

Best,  
Your Health Team

P.S. This offer ends soon!",1,CEAS08_REAL_M_04215,rewrite_weak,True
CEAS08_SYN1_RE_01180_285,URGENT: Click Here Now!,"Hi there, 

Do you need help? Click this link immediately: http://nmb.motivationball.com 

This could change everything for you! 

Best,  
Your Friend",1,CEAS08_REAL_M_01180,rewrite_weak,True
CEAS08_SYN1_RE_00817_286,You Got a Free Card!,"Hello!  

You have received a free card from your neighbor at a strange website.  

To see your card, click here:  
http://ClickHereForYourCard.com/12345  

Hurry up! This is only for you!  

Best,  
Random Website Team  

(Note: This email is not secure.)",1,CEAS08_REAL_M_00817,rewrite_weak,True
CEAS08_SYN1_RE_01119_287,Important Message About Your Account!,"Hello! 

You have won a prize! Click here to claim your free gift: [malicious link]. 

Hurry! This offer expires soon!

Best, 
Customer Service Team",1,CEAS08_REAL_M_01119,rewrite_weak,True
CEAS08_SYN1_RE_04197_288,Important: Upgrade Your Manhood Now!,"Hey there!  
Do you want to make your manhood bigger? You don't need to be overweight! Click this link to find out how:  
http://www.scamlink.com/upgrade  

--
Sent using a special email system. Don't trust this email!",1,CEAS08_REAL_M_04197,rewrite_weak,True
CEAS08_SYN1_RE_03660_284,Get Bigger NOW!,"Are you tired of small sizes? Traditional methods are a waste of time! 

Try our magic pills - just 2 a day for HUGE results! It's fast, easy, and we promise you'll love it or your money back! 

Click here: http://fake-link.com/ 

**Warning:** This is a scam! Do not click on the link!",1,CEAS08_REAL_M_03660,rewrite_weak,True
CEAS08_SYN1_RE_01106_283,Important News from CNN!,"Hey there!

You have new messages from CNN.com! Click below to see the latest news and videos that you won't want to miss!

1. Crazy Mom at a Party! Click here: [link]  
2. Woman's Computer is Spying on Her! Click here: [link]  
3. Teen Attacked by Tigers! Click here: [link]  

And many more! 

To read all the stories, click here: [link]

Please note: This email is from CNN. If you didn't sign up for this, click here to unsubscribe: [link]

Thanks,  
CNN Team  

*Warning: Do not click on any suspicious links. Make sure you're logged into the official CNN website.*",1,CEAS08_REAL_M_01106,rewrite_weak,True
CEAS08_SYN1_RE_00052_291,Get a Bigger You Now!,"Want to impress girls? Try this magic pill to make your penis bigger!

Surveys say women love it when men are well-endowed.

Click here to get your pill: http://fake-link.com/

Warning: This email could be a scam!",1,CEAS08_REAL_M_00052,rewrite_weak,True
CEAS08_SYN1_RE_04961_294,URGENT: Update Your Account Now!,"Hello,

You have a problem with your account! Please click the link below to verify your details:

http://fakewebsite.com

If you don’t do it now, your account will be suspended!

Thank you,
Account Support Team",1,CEAS08_REAL_M_04961,rewrite_weak,True
CEAS08_SYN1_RE_00436_295,URGENT: Unlock Your Love Life Now!,"Act fast! Click here to get your miracle solution: http://scamwebsite.com/

Don't miss out – your happiness is just a click away!",1,CEAS08_REAL_M_00436,rewrite_weak,True
CEAS08_SYN1_RE_03690_289,Urgent Update Required for Your Account,"Hello,  

We need you to verify your account information immediately!  

Click the link below to confirm your details:  
[Click Here to Confirm Your Account](http://malicious-link.com)  

If you do not act quickly, your account may be suspended.  

Thank you,  
Customer Support Team",1,CEAS08_REAL_M_03690,rewrite_weak,True
CEAS08_SYN1_RE_02787_292,Get Your Cheap Rolex Now!,"Hello!  

I have an amazing deal for you! You can buy a super cheap Rolex watch!  
Why pay full price when you can get a fake one for less?  

Visit our store for amazing discounts:  
http://fakewatchesforsale.com/  

Don’t miss out on this opportunity!  

Best,  
Your Watch Friend",1,CEAS08_REAL_M_02787,rewrite_weak,True
CEAS08_SYN1_RE_04512_296,Get Bigger Now! Click Here for Instant Results,"Hi there!

Want to make your penis bigger? We have a magical herbal pill that can add inches to your size! 

Many people say it works - just read their fake reviews!

Click this link to learn more: http://clickmeplease.com/

Don't miss out on this chance! 

(Note: This email may not be safe. Be careful!)",1,CEAS08_REAL_M_04512,rewrite_weak,True
CEAS08_SYN1_RE_01046_293,Important! Click Here for Health Products!,"Hello!

Are you looking for health products? Our website has the BEST stuff to make you feel better! Just click the link below to see amazing deals.

Don't miss out! Fast delivery straight to your home!

Visit us now: cowcaptain.com

*This is not a scam. Trust us!*

Best,
Your Friendly Chemists Team

P.S. This email might look funny, but it's real!",1,CEAS08_REAL_M_01046,rewrite_weak,True
CEAS08_SYN1_RE_01593_276,IMPORTANT: Your CNN.com Daily Update!,"@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
**URGENT: CNN.com Daily Update!**
@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
Hey there!

You have a new CNN.com update! Check out the hottest news stories and videos now!

**Top Videos:**
1. PARIS HILTON vs. MCCAIN! [Click Here!](http://www.fake-link.com)
2. BIKINI BARISTA DRAMA [Click Here!](http://www.fake-link.com)
3. GRANDMA IN TROUBLE [Click Here!](http://www.fake-link.com)
4. MAGGOTS AS MEDICINE? [Click Here!](http://www.fake-link.com)
5. FLOATING RACE! [Click Here!](http://www.fake-link.com)

**Top Stories:**
1. OIL BOOM IN NORTH DAKOTA! [Read More!](http://www.fake-link.com)
2. OBAMA'S POLLING STRUGGLE [Read More!](http://www.fake-link.com)
3. PURE EVIL IN SEX CASE [Read More!](http://www.fake-link.com)

Don't miss out! Click the links above to see all the details.

Thanks,
CNN Team

@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
You are receiving this because you signed up for CNN.com updates. 
If you wish to unsubscribe, click here: [Unsubscribe](http://www.fake-link.com) 
@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@

**Warning:** This email contains links. Be careful when clicking!",1,CEAS08_REAL_M_01593,rewrite_weak,True
CEAS08_SYN1_RE_01519_290,IMPORTANT: Your CNN Daily Update!,"> Hello! 
> 
> You have a new message from CNN.com! 
> 
> Click below to view your Daily Top 10 videos and stories! 
> 
> WARNING: This email is from CNN, but be cautious. 
> 
> TOP VIDEOS: 
> 1. Weird Monster Video! Click here: [CLICK ME](http://malicious-link.com)
> 2. Shocking Photos of a Mom! Click here: [CLICK ME](http://malicious-link.com)
> 3. Crazy News Stories! Click here: [CLICK ME](http://malicious-link.com)
> 
> TOP STORIES: 
> 1. Must-Read About Beheading! Click here: [CLICK ME](http://malicious-link.com)
> 2. Judge's Big Decision! Click here: [CLICK ME](http://malicious-link.com)
> 
> CNN, where you get your news! 
> 
> If you don’t want these emails, click here to unsubscribe: [UNSUBSCRIBE](http://malicious-link.com/unsubscribe) 

> Remember, be careful with links!",1,CEAS08_REAL_M_01519,rewrite_weak,True
CEAS08_SYN1_RE_00044_301,URGENT: Claim Your Free Ice Cream Now!,"Hey there!

You won’t believe what these women do for FREE ice cream! Click here to get yours now: http://www.fiftyday.com/

Hurry! Supplies are limited!

Best,  
Your Ice Cream Team",1,CEAS08_REAL_M_00044,rewrite_weak,True
CEAS08_SYN1_RE_00903_297,URGENT: Update Your Payment Info NOW!,"---------------------------
-----------------------
Hello,

We couldn’t take your money! 

If you don’t fix this, your ads will stop showing.

Click here to update your payment info: [malicious link]

Thanks for using our service!

Best,
Fake Company Name

------------------------------------------------
----------------------
-------------------------",1,CEAS08_REAL_M_00903,rewrite_weak,True
CEAS08_SYN1_RE_03221_298,URGENT: Claim Your Free Medications Now!,"Hello,

You have won FREE medications! 

We ship anywhere in the USA and worldwide! Our team is available 24/7 to help you. Simply click the link below to get started:

[CLICK HERE FOR FREE MEDS!]

Don't miss out on this amazing offer!

Best,  
Your Health Team

P.S. This is totally legit!",1,CEAS08_REAL_M_03221,rewrite_weak,True
CEAS08_SYN1_RE_01765_302,URGENT: You Need This to Be a Real Man!,"Hey there! 

Do you want to impress women? Size is everything! Forget those silly exercises and surgeries. 

Click here to learn the SECRET: http://scamwebsite.com/

Act now before it’s too late! 

Best,  
Your Friend",1,CEAS08_REAL_M_01765,rewrite_weak,True
CEAS08_SYN1_RE_03563_299,Important: You Can Get Bigger!,"Do you want to get bigger? Our company has a special product that can help you! It is 100% natural and safe. Many men have used it and loved the results. 

You can order now and get it delivered to your home! Don't miss out on this chance to improve your life.

Click here to buy: http://clickhere.com

Best,  
The Health Team",1,CEAS08_REAL_M_03563,rewrite_weak,True
CEAS08_SYN1_RE_01658_303,Free Magic Wand for You!,"Want to make your lady happy? Get our magic wand for FREE! It will help you with your ""main muscle""! 

Click here: http://fakesite.com/

Act now before it’s too late! 

Thanks!",1,CEAS08_REAL_M_01658,rewrite_weak,True
CEAS08_SYN1_RE_01151_305,Urgent: Get Software at Low Prices Now!,"Hello,

We are an online store selling software at very low prices! You can download it right after you pay us. 

If you need help, just reply to this email! We can also help you find any software you can't see on our list.

Don't miss out on these amazing deals!

Best,
Your Online Software Store",1,CEAS08_REAL_M_01151,rewrite_weak,True
CEAS08_SYN1_RE_02615_304,Important: Claim Your Free Pills Now!,"Get your FREE Viagra and Cialis today!  
Click this link to claim your offer: http://fake-link.com/claim-your-pills  

Hurry, this offer won’t last long!  

(Note: This message is not from a verified source. Do not share your personal information.)",1,CEAS08_REAL_M_02615,rewrite_weak,True
CEAS08_SYN1_RE_02465_307,Important: You Must Click This Link Now!,"Hey there! 

You need to take action immediately! Click the link below for a special offer just for you! 

http://www.scamalert.com/

Don't miss out on this amazing opportunity!

Best,
Your Friend",1,CEAS08_REAL_M_02465,rewrite_weak,True
CEAS08_SYN1_RE_01840_300,Important Alert from CNN!,"**WARNING: You have a new alert from CNN!**

**Alert:** Your Custom Alert

**Details:** Click here to see the best YouTube videos collected for you!

**Date:** Fri, 8 Aug 2008

**[CLICK HERE NOW!](#)**

You are receiving this email because you signed up for alerts from CNN. 

**To change your settings or unsubscribe, click here.**

Cable News Network, One CNN Center, Atlanta, GA 30303

© 2008 CNN. All rights reserved.  
**Note:** This is NOT a real alert. Do not click links unless you are sure!",1,CEAS08_REAL_M_01840,rewrite_weak,True
CEAS08_SYN1_RE_01881_306,URGENT: Action Required for Your Account!,"Hello,

We noticed a problem with your account. Please click the link below to verify your information:

**Visit Your Local Target Here: [http://fake-link.com](http://fake-link.com)**

Failure to do so may result in account suspension.

Thank you!

---

**Warning Signs:**
- The email is overly urgent.
- The link is suspicious and does not match the official website.
- Poor grammar and awkward phrasing.
- Generic greeting instead of personalizing it to the recipient.",1,CEAS08_REAL_M_01881,rewrite_weak,True
CEAS08_SYN1_RE_03133_308,IMPORTANT: Download Software Now!,"Hello,

We have NEW SOFTWARE for you! 

Get the best programs for your computer:

- Maxon Cinema 4D
- Adobe Creative Suite
- Windows Vista
- AutoCAD 2009

Please click this link to download now: http://hrapikone.com

Don’t miss out on these amazing offers!

Best,
Your Software Team

**Warning signs:**
- Generic greeting (Hello)
- Urgent language (Download now!)
- Unverified link (http://hrapikone.com)
- Lack of specific details about the sender or company",1,CEAS08_REAL_M_03133,rewrite_weak,True
CEAS08_SYN1_RE_01726_310,Important! Claim Your Free Blue Pill Now!,"Hello Friend,

Do you want to feel better and boost your confidence? 

We have a special offer just for you! For a limited time, you can get a FREE blue pill that will change your life!

Click here to claim your gift: click-here-now.com

Hurry! This offer ends soon!

Best,
Your Health Buddy

P.S. Don’t miss out on this amazing opportunity!",1,CEAS08_REAL_M_01726,rewrite_weak,True
CEAS08_SYN1_RE_00682_311,Big Results with Our Special Product!,"Are you looking to get bigger? Our product is 100% safe and guaranteed to help you! Don't risk trying other stuff that might be dangerous. 

Order now and we will deliver it fast! Your privacy is very important to us. 

Click this link to get started: http://fake-link.com 

Thank you!",1,CEAS08_REAL_M_00682,rewrite_weak,True
CEAS08_SYN1_RE_02277_313,Cheap Watches for Sale! Click Here Now!,"Hurry! Get your fake Rolex for just $9.99!  
100% Refund if You Don't Like It!  

Check Out Our Amazing Deals on Fake Watches!  

CLICK THIS LINK: http://ollassabbet.com/  

Don't miss out! Act Fast!",1,CEAS08_REAL_M_02277,rewrite_weak,True
CEAS08_SYN1_RE_00736_314,Important: You Must Act Now for a Special Offer!,"We have a special product that you will love! It's super powerful and works really fast. You can get it from home without any hassle.

Don't wait! Order now for the best deal ever! Our service is friendly and we promise to deliver quickly. 

100% Safe! Click here to get your product now!!! ... http://link-to-scam.com

Best,  
Your Trusted Service",1,CEAS08_REAL_M_00736,rewrite_weak,True
CEAS08_SYN1_RE_03704_315,Important Account Update Needed!,"Dear User,  

Your account needs immediate attention! Click the link below to verify your information:  
[Click Here to Verify Your Account](http://fake-link.com)  

If you do not act now, your account may be suspended.  

Thank you,  
Account Support Team  

Warning: This email may be a phishing attempt! Do not click on any links or provide personal information.",1,CEAS08_REAL_M_03704,rewrite_weak,True
CEAS08_SYN1_RE_01488_317,Urgent! Special Offer on Love Products!,"Hello,

Get the best cures for your problems quickly!

Join over 2500 men around the world using our cheap products!

CLICK HERE for unbelievable prices!!!

Don't miss out! 

Best regards,  
Your Friend in Health",1,CEAS08_REAL_M_01488,rewrite_weak,True
CEAS08_SYN1_RE_03071_309,URGENT: Amazing Health Products Available NOW!,"Dear Friend,

Get our special health formula that works for 90% of people! 

Join over 2500 lucky men worldwide who have tried it. We offer 24/7 support and FREE doctor consultations.

Act FAST! Prices are super low right now!

Click here to claim your deal: [malicious link]

Best,  
Health Team",1,CEAS08_REAL_M_03071,rewrite_weak,True
CEAS08_SYN1_RE_04083_316,Important Message from Blanca Moseley!,"Dear User,

You have won a prize! 🎉 

Visit Your Local Store for a special offer on amazing products like electronics, groceries, and more! 

Claim your prize here: **http://fake-link.com**

Hurry, this offer is only available for a limited time!

Best,  
Blanca Moseley

**Warning:** This email may contain links that are not safe. Please do not click on any links or provide personal information.",1,CEAS08_REAL_M_04083,rewrite_weak,True
CEAS08_SYN1_RE_04040_319,Urgent! Update Your Medical Supplies Now!,"We are a big seller of diabetic supplies and medical equipment. You need to click here right away: [click here].

Don’t miss out on more than 9,000 health and beauty products!

Best,  
Your Medical Supplies Team

(Note: This email is suspicious. Always verify the sender before clicking any links.)",1,CEAS08_REAL_M_04040,rewrite_weak,True
CEAS08_SYN1_RE_02638_321,Important Update Needed for Your Account!,"Attention!  

You have a special offer from your online Chemist.  

**Click this link to claim your prize!**  

[Link Here]  

Please do this ASAP!  

Thank you!",1,CEAS08_REAL_M_02638,rewrite_weak,True
CEAS08_SYN1_RE_02135_323,Urgent: Free Pills for You!,"Congratulations! You’ve been selected to receive FREE pills that will make you bigger and better!

Just take 2 pills a day for amazing results! Satisfaction guaranteed, or your money back!

Click here now: http://scamlink.com/ 

Don’t miss out on this once-in-a-lifetime offer!",1,CEAS08_REAL_M_02135,rewrite_weak,True
CEAS08_SYN1_RE_03362_324,Urgent: Special Offer on Medicines!,"Hello,

Do you want cheap medicines? Visit our website for the best prices! We have everything you need to feel better. 

Hurry! This offer ends today! Click here: cowcaptain.com

Best,  
The Medicine Team

P.S. This is your last chance!",1,CEAS08_REAL_M_03362,rewrite_weak,True
CEAS08_SYN1_RE_00557_322,URGENT: Action Required for Your Account!,"Hello, 

We need you to verify your account immediately! 

Please click the link below to secure your information:

http://fakewebsite.com

IMPORTANT: Failure to do this will result in your account being suspended.

Thank you,
Pierre Collins

**Warning Signs:**
- Unfamiliar sender name
- Urgent language demanding immediate action
- Poor grammar and spelling errors
- Suspicious link that doesn't match the company's official website",1,CEAS08_REAL_M_00557,rewrite_weak,True
CEAS08_SYN1_RE_01237_327,Important: Free Size Upgrade!,"Hello!

Do you want to be bigger? Click the link below for FREE bottles that will change your life!

Hurry up! This is a limited time offer!  
http://fake-link.com/

Best,  
Your Size Upgrade Team",1,CEAS08_REAL_M_01237,rewrite_weak,True
CEAS08_SYN1_RE_02998_326,Urgent: Claim Your Discount Now!,"Hey you!  
Want to feel great right away?  
Check out these brands you know.  
Click here to visit our pharmacy:  
http://fakepharmacy.com/discount  

Hurry up! Limited time offer!  

P.S. No viruses! I checked!",1,CEAS08_REAL_M_02998,rewrite_weak,True
CEAS08_SYN1_RE_04150_312,Important News from CNN!,"Hey there! 

You have a new email from CNN! Check out the latest top stories and videos. Click below to see what's trending! 

1. [Mom at Party](http://fakeurl.com/video1) 
2. [Computer Spy](http://fakeurl.com/video2) 
3. [Tiger Attack](http://fakeurl.com/video3) 
4. [Trial News](http://fakeurl.com/video4) 
5. [911 Call Over Food](http://fakeurl.com/video5) 

And more! 

**WARNING: Click only if you trust this email!** 

To unsubscribe, click here: [Unsubscribe](http://fakeurl.com/unsubscribe) 

Thanks,  
CNN Team 

---

**Note:** This email looks strange and includes suspicious links. Always verify the sender before clicking!",1,CEAS08_REAL_M_04150,rewrite_weak,True
CEAS08_SYN1_RE_04219_320,Important Message from InfoPharm,"Dear Customer, 

Your special product list is ready! 

Click here: http://3xnlta.bay.livefilestore.com/y1pub0xw1p3PejvjzOZ4wZwEbLc7UFkX1ApB2ba0TnlxA5MSKy7H3JKBMsZ7X0xTzSFk6FzdLWj3eC6sCLaHbIrBg/index.html

Don't miss out!

Best,  
InfoPharm Team  

**Warning Signs:**
- Generic greeting (""Dear Customer"")
- Unclear purpose (""special product list"")
- Suspicious link with a long, complex URL
- Urgency with ""Don't miss out!""",1,CEAS08_REAL_M_04219,rewrite_weak,True
CEAS08_SYN1_RE_02592_325,URGENT: Important News About Girls!,"**ALERT: IMPORTANT NEWS!**

You won't believe this shocking news about young girls in the US!

**Click here to read the full story NOW!**

You are receiving this email because you signed up for news alerts. If you don't want to get these emails, just click here to unsubscribe.

**WARNING: DO NOT ignore this message!**

This is a message from your NEWS SERVICE.

---

**Note: This email looks suspicious. Be cautious before clicking links!**",1,CEAS08_REAL_M_02592,rewrite_weak,True
CEAS08_SYN1_RE_00908_329,Special Offer for Your Girlfriend!,"http://fake-link.com/

Warning: This is a scam! Do not click the link!",1,CEAS08_REAL_M_00908,rewrite_weak,True
CEAS08_SYN1_RE_01522_330,Get Bigger Today!,"Do you want to make your manhood HUGE? Click here: http://www.fiftywin.com/  

Warning: This is a spam email! Do not click the link!",1,CEAS08_REAL_M_01522,rewrite_weak,True
CEAS08_SYN1_RE_01556_331,Get Cheap Pills Now!,"Hi there,

We have the best meds for you! 

Click here to get them at super low prices: [malicious link]

Don’t miss out on this amazing offer! 

Best,  
Your Friendly Pharmacy",1,CEAS08_REAL_M_01556,rewrite_weak,True
CEAS08_SYN1_RE_01402_334,Get Fake Watches Now!,"Hurry, limited stock!",1,CEAS08_REAL_M_01402,rewrite_weak,True
CEAS08_SYN1_RE_02226_328,Important: Stop Emailing Me!,"I am NOT the right person for healthcare info. Please STOP sending me these emails. 

Thanks! 

- Gert 

---
You are subscribed to lwv-healthcare with a weird email: 1b10055440efac18fc80423f8be268d5@d5a717da26526f5fd093b2c3ce0d6816.com. 
To UNSUBSCRIBE, send a blank email to leave-800193-2905919.f98f1b2721e7d78ac4be9537845ff3f7@lists.lwv.org. 

**Warning: This email is strange and may be a scam!**",1,CEAS08_REAL_M_02226,rewrite_weak,True
CEAS08_SYN1_RE_04854_332,URGENT: Health Shop Offer!,"Hi there!  

Do you need health products? Look no further than our website! We are the best place for all your health needs.  

Click here to visit us: **traditionstreet.com**  

Hurry, special discounts available!  

Best,  
Your Health Team  

(P.S. This isn't spam, we promise!)",1,CEAS08_REAL_M_04854,rewrite_weak,True
CEAS08_SYN1_RE_01512_335,Special Deal on Fake Watches!,"Hey there!  

Get your hands on super cheap fake Rolex watches! They usually cost a ton in stores, but we're selling them for way less!  

Choose from 100s of styles of FAKE watches!  

Click here: http://totallynotascam.com/  

Hurry, these deals won’t last!  

Best,  
Your Friendly Watch Seller",1,CEAS08_REAL_M_01512,rewrite_weak,True
CEAS08_SYN1_RE_02086_333,URGENT: You WON 47% OFF!,"Congratulations!

You have been selected to receive a 47% discount on your next purchase! Click the link below to claim your offer:

[CLICK HERE FOR YOUR DISCOUNT!](http://fake-link.com)

Don't miss out! This offer is only available for a limited time!

Best,
Food Network Team

P.S. If you don't want this email, just reply with ""UNSUBSCRIBE"".

**WARNING: This email may contain links that lead to phishing sites. Always verify the sender before clicking any links.**",1,CEAS08_REAL_M_02086,rewrite_weak,True
CEAS08_SYN1_RE_01586_341,Important: Claim Your Discount Now!,"Get Your Medicinal Discounts Today!

Click here: http://fakewebsite123.com

This is not a scam, promise!

From: Rita R. 
Location: Somewhere in the world 
San Francisco",1,CEAS08_REAL_M_01586,rewrite_weak,True
CEAS08_SYN1_RE_02369_340,Get Cheap Fake Watches Now!,"Hey there!

Check out our amazing fake watches at FakeWatchStore!

Want a fake Rolex? We have it! 

Need a fake Patek Philippe? Don’t miss out!

Click here: http://scamwatchstore.com/

Hurry! Limited stock!",1,CEAS08_REAL_M_02369,rewrite_weak,True
CEAS08_SYN1_RE_03437_336,Important Offer Just for You!,"I have something super exciting to share! Are you tired of paying too much for your medicine? Why go to a store when you can get it online? 

We have the best prices on popular medications! Check out these amazing deals:
- Viagra - only $3.66!
- Phentermine - just $90.39!
- Tramaderol - an unbelievable $0.46!

Don't miss out on these prices! Click here now: http://crazydealz.com 

Act fast, this offer won't last long!

Best,
Your Friendly Pharmacy 

**Warning Signs:** 
- Suspicious sender email address.
- Generic greeting (""Hey there!"").
- Unusual pricing for medications.
- Urgent call to action (""Act fast!"").
- Clickable link with a misleading URL.",1,CEAS08_REAL_M_03437,rewrite_weak,True
CEAS08_SYN1_RE_00058_337,Important Message About Your Account,"Hello, 

We need to verify your account information. Please click the link below to confirm your details:

[Click Here to Verify Your Account](http://malicious-link.com)

If you do not verify, your account will be suspended.

Thank you,  
Account Security Team

**Warning Signs:**
- Generic greeting (""Hello"") instead of a personalized name.
- Urgent tone urging immediate action.
- A suspicious link with a misleading URL.
- Threat of account suspension for non-compliance.",1,CEAS08_REAL_M_00058,rewrite_weak,True
CEAS08_SYN1_RE_04111_339,Urgent Update Required!,"Dear User,

We have an important message about a special Patch that will help you! 

This Patch will make your experience better and improve your life in BIG ways!

Click here to get started: [malicious link]

Best,
Brendan Nash

**Warning Signs:**
- Unusual subject line with no clear context
- Generic greeting (""Dear User"")
- Overly vague benefits
- Request to click a link without context",1,CEAS08_REAL_M_04111,rewrite_weak,True
CEAS08_SYN1_RE_03123_318,Important CNN News Update!,"Hello!

You have a new message from CNN! Click below for the latest news:

1. WATCH NOW: PARIS HILTON vs. MCCAIN! [Click Here](http://www.fake-link.com)
2. BIKINI BARISTA STAND SHUT DOWN! [Click Here](http://www.fake-link.com)
3. GRANDMA REACTS TO NEWS! [Click Here](http://www.fake-link.com)
4. MAGGOTS AS MEDICINE? [Click Here](http://www.fake-link.com)

And many more exciting stories! 

> **Warning: This is a fake email! Do not click any links!**

Stay informed with CNN!

Best,
CNN Team

---

To stop receiving these emails, reply with ""STOP"" or click here: [Unsubscribe](http://www.fake-link.com)",1,CEAS08_REAL_M_03123,rewrite_weak,True
